Прізвище,Ім’я По-батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Килимник,Софія Романівна,Жіноча,1969-01-25,Кур'єр,хутір Рудки,"сквер Аптекарський, буд. 479 кв. 5, Липовець, 23392",049 815-22-26,klymentvashchenko@example.org
Запорожець,Герман Степанович,Чоловіча,1994-08-01,Детектив,місто Роздільна,"парк Героїв Крут, буд. 1, Феодосія, 97497",+380 39 214-06-77,moberemko@example.net
Дейнека,Святослав Артемович,Чоловіча,1951-01-08,Секретар,хутір Звенигородка,"узвіз Маршрутна, буд. 28, Новий Калинів, 05303",+380 36 808-28-89,roman49@example.com
Скопенко,Нестор Володимирович,Чоловіча,1990-09-30,Економіст,місто Вишгород,"узвіз Донорська, буд. 4, Канів, 30204",068 014-72-34,tteslia@example.net
Цісик,Демʼян Романович,Чоловіча,1939-05-19,Секретар,місто Коростень,"площа Соборна, буд. 017, Буськ, 90355",+380 10 625 28 96,rkadeniuk@example.org
Гайдай,Христина Володимирівна,Жіноча,2004-05-06,Золотар,селище Південне,"парк Пересипська 8-ма, буд. 0, Курахове, 54507",+380 91 322 98 70,vernydubodarka@example.com
Джус,Болеслав Олександрович,Чоловіча,1971-02-01,Секретар,село Конотоп,"провулок Михайлівська, буд. 5 кв. 793, Мелітополь, 88061",+380 12 809 87 90,lutsenkoeduard@example.net
Шутько,Михайло Васильович,Чоловіча,1970-10-04,Співак,селище Прилуки,"проспект Чорноморський 1-й, буд. 1, Корсунь-Шевченківський, 85663",+380 (44) 817-45-42,davyd60@example.net
Лесик,Панас Богданович,Чоловіча,1974-05-31,Науковець,село Славутич,"провулок Миколи Пильчикова, буд. 80 кв. 04, Павлоград, 32136",487 36 61,hvatamaniuk@example.org
Артимович,Марія Павлівна,Жіноча,1996-06-14,Круп'є,село Ужгород,"провулок Польовий 1-й, буд. 572, Устилуг, 75549",055 935-08-40,zlatoslavapavlychenko@example.com
Остапчук,Юхим Юрійович,Чоловіча,1958-05-29,Клавішник,хутір Винники,"набережна Пантелеймонівська, буд. 006 кв. 852, Федорівка, 83329",+380 59 556-63-27,tetiana90@example.org
Вернигора,Єва Петрівна,Жіноча,1970-01-29,Композитор,хутір Узин,"парк Полтавська, буд. 954 кв. 50, Нікополь, 72125",920 60 06,cshvaika@example.com
Копитко,Валентина Петрівна,Жіноча,1980-02-07,Модель,місто Корсунь-Шевченківський,"проспект Садова 5-та, буд. 8 кв. 264, Здолбунів, 36946",+380 87 569 81 79,anzhela26@example.net
Архимович,Єлисавета Дмитрівна,Жіноча,1991-02-06,Кур'єр,селище Міусинськ,"провулок Прорізний, буд. 818 кв. 823, Кіцмань, 97715",519-74-94,wmazepa@example.net
Фоменко,Аркадій Ярославович,Чоловіча,1991-07-12,Електрослюсар,хутір Білогірськ,"набережна Кипарисний 1-й, буд. 4, Старий Самбір, 93440",599 07 00,avdieienkoiryna@example.net
Гаврилець,Леон Володимирович,Чоловіча,1957-07-08,Соціолог,селище Лебедин,"шосе Маршрутна, буд. 8, Зоринськ, 97963",599-24-86,sofiia44@example.net
Фаренюк,Ольга Артемівна,Жіноча,1950-12-20,Живописець,селище Ніжин,"узвіз Дмитріївська, буд. 32 кв. 59, Іршава, 42695",016 384 19 71,zakhar93@example.org
Венгринович,Адам Сергійович,Чоловіча,1953-05-20,Прокурор,село Алчевськ,"парк Військовий узвіз, буд. 882 кв. 932, Моршин, 61319",+380 38 087-17-25,adasliusar@example.net
Шиян,Роксолана Богданівна,Жіноча,1964-02-20,Круп'є,селище Добропілля,"парк Лазурського, буд. 037 кв. 0, Шаргород, 76947",018 252 10 52,ielysaveta86@example.com
Чорновіл,Максим Олександрович,Чоловіча,1962-02-04,Паралегал,селище Сніжне,"проспект Грузинська, буд. 55, Жовква, 49909",073 121 39 11,talanmarko@example.net
Лавренко,Марина Артемівна,Жіноча,1960-04-22,Клавішник,місто Сокаль,"шосе Фестивальний, буд. 50 кв. 44, Рава-Руська, 74065",019 017-69-08,viraatamaniuk@example.org
Саєнко,Гаврило Богданович,Чоловіча,1943-12-16,Кінокритик,селище Таврійськ,"площа Бернардацці, буд. 141, Новгород-Сіверський, 88156",+380 74 030-40-75,aaronlahoda@example.org
Яремків,Макар Тарасович,Чоловіча,1995-11-21,Візажист,хутір Угнів,"парк Халайджогло, буд. 108 кв. 14, Радехів, 46957",+380 43 551-53-74,lukian38@example.com
Дараган,Наталія Олександрівна,Жіноча,1997-04-29,Провізор,село Костянтинівка,"узвіз Аеродромна, буд. 7 кв. 94, Каховка, 17049",+380 69 402-93-04,volodymyra17@example.net
Конопля,Лукʼян Сергійович,Чоловіча,1980-11-24,Менеджер,село Глобине,"узвіз Дубовий гай, буд. 74, Вижниця, 62680",605-65-83,danylovernyhora@example.com
Юрчук,Герман Васильович,Чоловіча,1975-09-19,Палеонтолог,хутір Антрацит,"парк Романтичний, буд. 7 кв. 3, Таврійськ, 56792",824 60 80,uradchenko@example.org
Забарний,Олекса Дмитрович,Чоловіча,1944-10-05,Гицель,місто Чистякове,"шосе Хаджибейський 2-й, буд. 8, Берестечко, 99837",359-53-10,cmishchenko@example.org
Єрченко,Борис Вікторович,Чоловіча,1979-12-21,Візажист,село Голубівка,"провулок Пироговська, буд. 47, Красногорівка, 64468",679 32 21,okhrimbandera@example.org
Фаренюк,Вікторія Степанівна,Жіноча,1988-06-17,Паралегал,хутір Надвірна,"шосе Олександра Ройтбурда, буд. 6 кв. 25, Виноградів, 17028",496-50-25,valentyna02@example.com
Савенко,Камілла Степанівна,Жіноча,1974-07-02,Швачка,місто Южноукраїнськ,"набережна Середньофонтанська, буд. 493 кв. 2, Лутугине, 78369",+380 36 911-05-97,rtiahnybok@example.org
Зінкевич,Арсен Павлович,Чоловіча,1944-11-07,Доцент,хутір Нове Давидково,"провулок Китобійний 1-й, буд. 99, Полонне, 95193",+380 (25) 893-19-94,ostap62@example.com
Черненко,Панас Володимирович,Чоловіча,1948-02-21,Архітектор,селище Березань,"площа Рятувальників, буд. 82, Генічеськ, 08948",+380 62 070-93-22,oleksa46@example.org
Христенко,Семен Миколайович,Чоловіча,1963-01-08,Літературознавець,село Чернівці,"набережна Місячний, буд. 408, Нетішин, 70513",017-20-32,semen49@example.org
Ільченко,Демид Петрович,Чоловіча,1993-03-04,Патологоанатом,селище Апостолове,"парк Тупиковий, буд. 95 кв. 997, Черкаси, 64759",322 96 24,orestderevianko@example.net
Пустовіт,Азар Георгійович,Чоловіча,1944-08-06,Фотограф,хутір Ізяслав,"набережна Бітумна, буд. 8 кв. 8, Вашківці, 63393",+380 74 847-32-52,htsybulenko@example.net
Хмара,Аарон Дмитрович,Чоловіча,1955-08-25,Водій,село Білозерське,"шосе Лігінська, буд. 376, Костопіль, 80655",053 149-01-39,pavlobandurka@example.net
Ніколюк,Любов Степанівна,Жіноча,1959-10-18,Фізик,місто Щастя,"шосе Балтський 1-й, буд. 63, Тернопіль, 36936",+380 (19) 462-25-86,liubov63@example.net
Копитко,Мирон Романович,Чоловіча,1965-09-30,Нотаріус,селище Тернівка,"узвіз Курортний, буд. 1, Звенигородка, 25346",499-19-82,ocherinko@example.org
Адамчук,Франц Володимирович,Чоловіча,1979-08-13,Флорист,селище Березань,"набережна 12-та Лінія 6-й ст. Люстдорфської дороги, буд. 343, Полтава, 50230",545 74 81,leopold57@example.com
